<<<<<<< HEAD
﻿cyear,cntyr,ccode,scode,country,year,un_region,un_continent,reg_id,demo_nr,demo_r,regime_r,regime_nr,duration_nr,duration_r,personal,personal2,lindex,exname,change,tdate,trans,occup,interreg
8201984,Malaysia 1984,820,MAL,Malaysia,1984,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,28,27,0,0,0.303155007,Mahathir bin Mohamed,0,,0,0,0
8201985,Malaysia 1985,820,MAL,Malaysia,1985,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,29,28,0,0,0.293367347,Mahathir bin Mohamed,0,,0,0,0
8201986,Malaysia 1986,820,MAL,Malaysia,1986,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,30,29,0,0,0.286563615,Mahathir bin Mohamed,0,,0,0,0
8201987,Malaysia 1987,820,MAL,Malaysia,1987,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,31,30,0,0,0.282222222,Mahathir bin Mohamed,0,,0,0,0
8201988,Malaysia 1988,820,MAL,Malaysia,1988,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,32,31,0,0,0.279916753,Mahathir bin Mohamed,0,,0,0,0
8201989,Malaysia 1989,820,MAL,Malaysia,1989,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,33,32,0,0,0.279296875,Mahathir bin Mohamed,0,,0,0,0
8201990,Malaysia 1990,820,MAL,Malaysia,1990,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,34,33,0,0,0.280073462,Mahathir bin Mohamed,0,,0,0,0
8201991,Malaysia 1991,820,MAL,Malaysia,1991,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,35,34,0,0,0.28200692,Mahathir bin Mohamed,0,,0,0,0
8201992,Malaysia 1992,820,MAL,Malaysia,1992,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,36,35,0,0,0.284897959,Mahathir bin Mohamed,0,,0,0,0
8201993,Malaysia 1993,820,MAL,Malaysia,1993,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,37,36,0,0,0.288580247,Mahathir bin Mohamed,0,,0,0,0
8201994,Malaysia 1994,820,MAL,Malaysia,1994,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,38,37,0,0,0.292914536,Mahathir bin Mohamed,0,,0,0,0
8201995,Malaysia 1995,820,MAL,Malaysia,1995,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,39,38,1,1,0.297783934,Mahathir bin Mohamed,0,,0,0,0
8201996,Malaysia 1996,820,MAL,Malaysia,1996,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,40,39,1,1,0.303090072,Mahathir bin Mohamed,0,,0,0,0
8201997,Malaysia 1997,820,MAL,Malaysia,1997,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,41,40,1,1,0.30875,Mahathir bin Mohamed,0,,0,0,0
8201998,Malaysia 1998,820,MAL,Malaysia,1998,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,42,41,1,1,0.314693635,Mahathir bin Mohamed,0,,0,0,0
8201999,Malaysia 1999,820,MAL,Malaysia,1999,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,43,42,1,1,0.320861678,Mahathir bin Mohamed,0,,0,0,0
8202000,Malaysia 2000,820,MAL,Malaysia,2000,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,44,43,1,1,0.327203894,Mahathir bin Mohamed,0,,0,0,0
8202001,Malaysia 2001,820,MAL,Malaysia,2001,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,45,44,1,1,0.333677686,Mahathir bin Mohamed,0,,0,0,0
8202002,Malaysia 2002,820,MAL,Malaysia,2002,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,46,45,1,1,0.340246914,Mahathir bin Mohamed,0,,0,0,0
8202003,Malaysia 2003,820,MAL,Malaysia,2003,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,47,46,1,1,0.326086957,Abdullah Ahmad Badawi ,0,,0,0,0
8202004,Malaysia 2004,820,MAL,Malaysia,2004,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,48,47,1,1,0.313716614,Abdullah Ahmad Badawi ,0,,0,0,0
8202005,Malaysia 2005,820,MAL,Malaysia,2005,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,49,48,1,1,0.302951389,Abdullah Ahmad Badawi ,0,,0,0,0
8202006,Malaysia 2006,820,MAL,Malaysia,2006,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,50,49,1,1,0.293627655,Abdullah Ahmad Badawi ,0,,0,0,0
8202007,Malaysia 2007,820,MAL,Malaysia,2007,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,51,50,1,1,0.2856,Abdullah Ahmad Badawi ,0,,0,0,0
8202008,Malaysia 2008,820,MAL,Malaysia,2008,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,52,51,0,0,0.278738947,Abdullah Ahmad Badawi ,0,,0,0,0
8202009,Malaysia 2009,820,MAL,Malaysia,2009,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,53,52,0,0,0.268491124,Mohamad Najib Abdul Razak,0,,0,0,0
8202010,Malaysia 2010,820,MAL,Malaysia,2010,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,54,53,0,0,0.259522962,Mohamad Najib Abdul Razak,0,,0,0,0
8202011,Malaysia 2011,820,MAL,Malaysia,2011,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,55,54,0,0,0.251714678,Mohamad Najib Abdul Razak,0,,0,0,0
8202012,Malaysia 2012,820,MAL,Malaysia,2012,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,56,55,0,0,0.244958678,Mohamad Najib Abdul Razak,0,,0,0,0
8301965,Singapore 1965,830,SIN,Singapore,1965,South-Eastern Asia,Asia,83001,0,NA,NA,Multiparty,1,NA,1,1,NA,Lee Kuan Yew,1,08.09.1965,0,0,0
8301966,Singapore 1966,830,SIN,Singapore,1966,South-Eastern Asia,Asia,83001,0,0,Multiparty,Multiparty,2,1,1,1,1,Lee Kuan Yew,0,,0,0,0
8301967,Singapore 1967,830,SIN,Singapore,1967,South-Eastern Asia,Asia,83001,0,0,Multiparty,Multiparty,3,2,1,1,1,Lee Kuan Yew,0,,0,0,0
8301968,Singapore 1968,830,SIN,Singapore,1968,South-Eastern Asia,Asia,83002,0,0,Single Party,Single Party,1,1,1,1,1,Lee Kuan Yew,1,04.19.1968,0,0,0
8301969,Singapore 1969,830,SIN,Singapore,1969,South-Eastern Asia,Asia,83002,0,0,Single Party,Single Party,2,2,1,1,1,Lee Kuan Yew,0,,0,0,0
8301970,Singapore 1970,830,SIN,Singapore,1970,South-Eastern Asia,Asia,83002,0,0,Single Party,Single Party,3,3,1,1,1,Lee Kuan Yew,0,,0,0,0
8301971,Singapore 1971,830,SIN,Singapore,1971,South-Eastern Asia,Asia,83002,0,0,Single Party,Single Party,4,4,1,1,1,Lee Kuan Yew,0,,0,0,0
8301972,Singapore 1972,830,SIN,Singapore,1972,South-Eastern Asia,Asia,83002,0,0,Single Party,Single Party,5,5,1,1,1,Lee Kuan Yew,0,,0,0,0
8301973,Singapore 1973,830,SIN,Singapore,1973,South-Eastern Asia,Asia,83002,0,0,Single Party,Single Party,6,6,1,1,1,Lee Kuan Yew,0,,0,0,0
8301974,Singapore 1974,830,SIN,Singapore,1974,South-Eastern Asia,Asia,83002,0,0,Single Party,Single Party,7,7,1,1,1,Lee Kuan Yew,0,,0,0,0
8301975,Singapore 1975,830,SIN,Singapore,1975,South-Eastern Asia,Asia,83002,0,0,Single Party,Single Party,8,8,1,1,1,Lee Kuan Yew,0,,0,0,0
8301976,Singapore 1976,830,SIN,Singapore,1976,South-Eastern Asia,Asia,83002,0,0,Single Party,Single Party,9,9,1,1,1,Lee Kuan Yew,0,,0,0,0
8301977,Singapore 1977,830,SIN,Singapore,1977,South-Eastern Asia,Asia,83002,0,0,Single Party,Single Party,10,10,1,1,1,Lee Kuan Yew,0,,0,0,0
8301978,Singapore 1978,830,SIN,Singapore,1978,South-Eastern Asia,Asia,83002,0,0,Single Party,Single Party,11,11,1,1,1,Lee Kuan Yew,0,,0,0,0
8301979,Singapore 1979,830,SIN,Singapore,1979,South-Eastern Asia,Asia,83002,0,0,Single Party,Single Party,12,12,1,1,1,Lee Kuan Yew,0,,0,0,0
8301980,Singapore 1980,830,SIN,Singapore,1980,South-Eastern Asia,Asia,83002,0,0,Single Party,Single Party,13,13,1,1,1,Lee Kuan Yew,0,,0,0,0
8301981,Singapore 1981,830,SIN,Singapore,1981,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,1,14,1,1,1,Lee Kuan Yew,1,10.21.1981,0,0,0
8301982,Singapore 1982,830,SIN,Singapore,1982,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,2,1,1,1,1,Lee Kuan Yew,0,,0,0,0
8301983,Singapore 1983,830,SIN,Singapore,1983,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,3,2,1,1,1,Lee Kuan Yew,0,,0,0,0
8301984,Singapore 1984,830,SIN,Singapore,1984,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,4,3,1,1,1,Lee Kuan Yew,0,,0,0,0
8301985,Singapore 1985,830,SIN,Singapore,1985,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,5,4,1,1,1,Lee Kuan Yew,0,,0,0,0
8301986,Singapore 1986,830,SIN,Singapore,1986,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,6,5,1,1,1,Lee Kuan Yew,0,,0,0,0
8301987,Singapore 1987,830,SIN,Singapore,1987,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,7,6,1,1,1,Lee Kuan Yew,0,,0,0,0
8301988,Singapore 1988,830,SIN,Singapore,1988,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,8,7,1,1,1,Lee Kuan Yew,0,,0,0,0
8301989,Singapore 1989,830,SIN,Singapore,1989,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,9,8,1,1,1,Lee Kuan Yew,0,,0,0,0
8301990,Singapore 1990,830,SIN,Singapore,1990,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,10,9,1,1,0.82,Goh Chok Tong,0,,0,0,0
8301991,Singapore 1991,830,SIN,Singapore,1991,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,11,10,1,1,0.702479339,Goh Chok Tong,0,,0,0,0
8301992,Singapore 1992,830,SIN,Singapore,1992,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,12,11,1,1,0.625,Goh Chok Tong,0,,0,0,0
8301993,Singapore 1993,830,SIN,Singapore,1993,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,13,12,1,1,0.573964497,Goh Chok Tong,0,,0,0,0
8301994,Singapore 1994,830,SIN,Singapore,1994,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,14,13,1,1,0.540816327,Goh Chok Tong,0,,0,0,0
8301995,Singapore 1995,830,SIN,Singapore,1995,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,15,14,1,1,0.52,Goh Chok Tong,0,,0,0,0
8301996,Singapore 1996,830,SIN,Singapore,1996,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,16,15,1,1,0.5078125,Goh Chok Tong,0,,0,0,0
8301997,Singapore 1997,830,SIN,Singapore,1997,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,17,16,1,1,0.501730104,Goh Chok Tong,0,,0,0,0
8301998,Singapore 1998,830,SIN,Singapore,1998,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,18,17,1,1,0.5,Goh Chok Tong,0,,0,0,0
8301999,Singapore 1999,830,SIN,Singapore,1999,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,19,18,1,1,0.501385042,Goh Chok Tong,0,,0,0,0
8302000,Singapore 2000,830,SIN,Singapore,2000,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,20,19,1,1,0.505,Goh Chok Tong,0,,0,0,0
8302001,Singapore 2001,830,SIN,Singapore,2001,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,21,20,1,1,0.510204082,Goh Chok Tong,0,,0,0,0
8302002,Singapore 2002,830,SIN,Singapore,2002,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,22,21,1,1,0.516528926,Goh Chok Tong,0,,0,0,0
8302003,Singapore 2003,830,SIN,Singapore,2003,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,23,22,1,1,0.52362949,Goh Chok Tong,0,,0,0,0
8302004,Singapore 2004,830,SIN,Singapore,2004,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,24,23,1,1,0.482638889,Lee Hsien Loong,0,,0,0,0
8302005,Singapore 2005,830,SIN,Singapore,2005,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,25,24,1,1,0.4496,Lee Hsien Loong,0,,0,0,0
8302006,Singapore 2006,830,SIN,Singapore,2006,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,26,25,1,1,0.423076923,Lee Hsien Loong,0,,0,0,0
8302007,Singapore 2007,830,SIN,Singapore,2007,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,27,26,1,1,0.401920439,Lee Hsien Loong,0,,0,0,0
8302008,Singapore 2008,830,SIN,Singapore,2008,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,28,27,1,1,0.385204082,Lee Hsien Loong,0,,0,0,0
8302009,Singapore 2009,830,SIN,Singapore,2009,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,29,28,1,1,0.372175981,Lee Hsien Loong,0,,0,0,0
8302010,Singapore 2010,830,SIN,Singapore,2010,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,30,29,1,1,0.362222222,Lee Hsien Loong,0,,0,0,0
8302011,Singapore 2011,830,SIN,Singapore,2011,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,31,30,1,1,0.35483871,Lee Hsien Loong,0,,0,0,0
8302012,Singapore 2012,830,SIN,Singapore,2012,South-Eastern Asia,Asia,83003,0,0,Multiparty,Multiparty,32,31,1,1,0.349609375,Lee Hsien Loong,0,,0,0,0
8401950,Philippines 1950,840,PHI,Philippines,1950,South-Eastern Asia,Asia,84001,1,1,Democracy,Democracy,5,4,NA,NA,NA,Elpidio Quirino,0,07.04.1946,0,0,0
8401951,Philippines 1951,840,PHI,Philippines,1951,South-Eastern Asia,Asia,84001,1,1,Democracy,Democracy,6,5,NA,NA,NA,Elpidio Quirino,0,,0,0,0
8401952,Philippines 1952,840,PHI,Philippines,1952,South-Eastern Asia,Asia,84001,1,1,Democracy,Democracy,7,6,NA,NA,NA,Elpidio Quirino,0,,0,0,0
8401953,Philippines 1953,840,PHI,Philippines,1953,South-Eastern Asia,Asia,84001,1,1,Democracy,Democracy,8,7,NA,NA,NA,Elpidio Quirino,0,,0,0,0
8401954,Philippines 1954,840,PHI,Philippines,1954,South-Eastern Asia,Asia,84001,1,1,Democracy,Democracy,9,8,NA,NA,NA,Ramon Magsaysay,0,,0,0,0
8401955,Philippines 1955,840,PHI,Philippines,1955,South-Eastern Asia,Asia,84001,1,1,Democracy,Democracy,10,9,NA,NA,NA,Ramon Magsaysay,0,,0,0,0
8401956,Philippines 1956,840,PHI,Philippines,1956,South-Eastern Asia,Asia,84001,1,1,Democracy,Democracy,11,10,NA,NA,NA,Ramon Magsaysay,0,,0,0,0
8401957,Philippines 1957,840,PHI,Philippines,1957,South-Eastern Asia,Asia,84001,1,1,Democracy,Democracy,12,11,NA,NA,NA,Carlos Garcia,0,,0,0,0
8401958,Philippines 1958,840,PHI,Philippines,1958,South-Eastern Asia,Asia,84001,1,1,Democracy,Democracy,13,12,NA,NA,NA,Carlos Garcia,0,,0,0,0
8401959,Philippines 1959,840,PHI,Philippines,1959,South-Eastern Asia,Asia,84001,1,1,Democracy,Democracy,14,13,NA,NA,NA,Carlos Garcia,0,,0,0,0
8401960,Philippines 1960,840,PHI,Philippines,1960,South-Eastern Asia,Asia,84001,1,1,Democracy,Democracy,15,14,NA,NA,NA,Carlos Garcia,0,,0,0,0
8401961,Philippines 1961,840,PHI,Philippines,1961,South-Eastern Asia,Asia,84001,1,1,Democracy,Democracy,16,15,NA,NA,NA,Diosdado Macapagal,0,,0,0,0
8401962,Philippines 1962,840,PHI,Philippines,1962,South-Eastern Asia,Asia,84001,1,1,Democracy,Democracy,17,16,NA,NA,NA,Diosdado Macapagal,0,,0,0,0
8401963,Philippines 1963,840,PHI,Philippines,1963,South-Eastern Asia,Asia,84001,1,1,Democracy,Democracy,18,17,NA,NA,NA,Diosdado Macapagal,0,,0,0,0
8401964,Philippines 1964,840,PHI,Philippines,1964,South-Eastern Asia,Asia,84001,1,1,Democracy,Democracy,19,18,NA,NA,NA,Diosdado Macapagal,0,,0,0,0
8401965,Philippines 1965,840,PHI,Philippines,1965,South-Eastern Asia,Asia,84002,0,1,Democracy,Multiparty,1,19,0,0,1,Ferdinand Marcos,1,12.00.1965,0,0,0
8401966,Philippines 1966,840,PHI,Philippines,1966,South-Eastern Asia,Asia,84002,0,0,Multiparty,Multiparty,2,1,0,0,1,Ferdinand Marcos,0,,0,0,0
8401967,Philippines 1967,840,PHI,Philippines,1967,South-Eastern Asia,Asia,84002,0,0,Multiparty,Multiparty,3,2,0,0,1,Ferdinand Marcos,0,,0,0,0
8401968,Philippines 1968,840,PHI,Philippines,1968,South-Eastern Asia,Asia,84002,0,0,Multiparty,Multiparty,4,3,0,0,1,Ferdinand Marcos,0,,0,0,0
8401969,Philippines 1969,840,PHI,Philippines,1969,South-Eastern Asia,Asia,84002,0,0,Multiparty,Multiparty,5,4,1,1,1,Ferdinand Marcos,0,,0,0,0
8401970,Philippines 1970,840,PHI,Philippines,1970,South-Eastern Asia,Asia,84002,0,0,Multiparty,Multiparty,6,5,1,1,1,Ferdinand Marcos,0,,0,0,0
8401971,Philippines 1971,840,PHI,Philippines,1971,South-Eastern Asia,Asia,84002,0,0,Multiparty,Multiparty,7,6,1,1,1,Ferdinand Marcos,0,,0,0,0
8401972,Philippines 1972,840,PHI,Philippines,1972,South-Eastern Asia,Asia,84002,0,0,Multiparty,Multiparty,8,7,2,2,1,Ferdinand Marcos,0,,0,0,0
8401973,Philippines 1973,840,PHI,Philippines,1973,South-Eastern Asia,Asia,84002,0,0,Multiparty,Multiparty,9,8,2,2,1,Ferdinand Marcos,0,,0,0,0
8401974,Philippines 1974,840,PHI,Philippines,1974,South-Eastern Asia,Asia,84002,0,0,Multiparty,Multiparty,10,9,2,2,1,Ferdinand Marcos,0,,0,0,0
8401975,Philippines 1975,840,PHI,Philippines,1975,South-Eastern Asia,Asia,84002,0,0,Multiparty,Multiparty,11,10,2,2,1,Ferdinand Marcos,0,,0,0,0
8401976,Philippines 1976,840,PHI,Philippines,1976,South-Eastern Asia,Asia,84002,0,0,Multiparty,Multiparty,12,11,2,2,1,Ferdinand Marcos,0,,0,0,0
8401977,Philippines 1977,840,PHI,Philippines,1977,South-Eastern Asia,Asia,84002,0,0,Multiparty,Multiparty,13,12,2,2,1,Ferdinand Marcos,0,,0,0,0
8401978,Philippines 1978,840,PHI,Philippines,1978,South-Eastern Asia,Asia,84002,0,0,Multiparty,Multiparty,14,13,2,2,1,Ferdinand Marcos,0,,0,0,0
8401979,Philippines 1979,840,PHI,Philippines,1979,South-Eastern Asia,Asia,84002,0,0,Multiparty,Multiparty,15,14,2,2,1,Ferdinand Marcos,0,,0,0,0
8401980,Philippines 1980,840,PHI,Philippines,1980,South-Eastern Asia,Asia,84002,0,0,Multiparty,Multiparty,16,15,2,2,1,Ferdinand Marcos,0,,0,0,0
8401981,Philippines 1981,840,PHI,Philippines,1981,South-Eastern Asia,Asia,84002,0,0,Multiparty,Multiparty,17,16,1,1,1,Ferdinand Marcos,0,,0,0,0
8401982,Philippines 1982,840,PHI,Philippines,1982,South-Eastern Asia,Asia,84002,0,0,Multiparty,Multiparty,18,17,1,1,1,Ferdinand Marcos,0,,0,0,0
8401983,Philippines 1983,840,PHI,Philippines,1983,South-Eastern Asia,Asia,84002,0,0,Multiparty,Multiparty,19,18,1,1,1,Ferdinand Marcos,0,,0,0,0
8401984,Philippines 1984,840,PHI,Philippines,1984,South-Eastern Asia,Asia,84002,0,0,Multiparty,Multiparty,20,19,1,1,1,Ferdinand Marcos,0,,0,0,0
8401985,Philippines 1985,840,PHI,Philippines,1985,South-Eastern Asia,Asia,84002,0,0,Multiparty,Multiparty,21,20,1,1,1,Ferdinand Marcos,0,,0,0,0
8401986,Philippines 1986,840,PHI,Philippines,1986,South-Eastern Asia,Asia,84002,0,0,Multiparty,Multiparty,22,21,NA,1,0.91322314,Corazon Aquino,0,,1,0,0
8401987,Philippines 1987,840,PHI,Philippines,1987,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,1,1,NA,NA,NA,Corazon Aquino,1,02.00.1987,0,0,0
8401988,Philippines 1988,840,PHI,Philippines,1988,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,2,2,NA,NA,NA,Corazon Aquino,0,,0,0,0
8401989,Philippines 1989,840,PHI,Philippines,1989,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,3,3,NA,NA,NA,Corazon Aquino,0,,0,0,0
8401990,Philippines 1990,840,PHI,Philippines,1990,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,4,4,NA,NA,NA,Corazon Aquino,0,,0,0,0
8401991,Philippines 1991,840,PHI,Philippines,1991,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,5,5,NA,NA,NA,Corazon Aquino,0,,0,0,0
8401992,Philippines 1992,840,PHI,Philippines,1992,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,6,6,NA,NA,NA,Fidel Ramos,0,,0,0,0
8401993,Philippines 1993,840,PHI,Philippines,1993,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,7,7,NA,NA,NA,Fidel Ramos,0,,0,0,0
8401994,Philippines 1994,840,PHI,Philippines,1994,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,8,8,NA,NA,NA,Fidel Ramos,0,,0,0,0
8401995,Philippines 1995,840,PHI,Philippines,1995,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,9,9,NA,NA,NA,Fidel Ramos,0,,0,0,0
8401996,Philippines 1996,840,PHI,Philippines,1996,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,10,10,NA,NA,NA,Fidel Ramos,0,,0,0,0
8401997,Philippines 1997,840,PHI,Philippines,1997,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,11,11,NA,NA,NA,Fidel Ramos,0,,0,0,0
8401998,Philippines 1998,840,PHI,Philippines,1998,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,12,12,NA,NA,NA,Joseph Estrada,0,,0,0,0
8401999,Philippines 1999,840,PHI,Philippines,1999,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,13,13,NA,NA,NA,Joseph Estrada,0,,0,0,0
8402000,Philippines 2000,840,PHI,Philippines,2000,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,14,14,NA,NA,NA,Joseph Estrada,0,,0,0,0
8402001,Philippines 2001,840,PHI,Philippines,2001,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,15,15,NA,NA,NA,Maria Gloria Macapagal,0,,0,0,0
8402002,Philippines 2002,840,PHI,Philippines,2002,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,16,16,NA,NA,NA,Maria Gloria Macapagal,0,,0,0,0
8402003,Philippines 2003,840,PHI,Philippines,2003,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,17,17,NA,NA,NA,Maria Gloria Macapagal,0,,0,0,0
8402004,Philippines 2004,840,PHI,Philippines,2004,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,18,18,NA,NA,NA,Maria Gloria Macapagal,0,,0,0,0
8402005,Philippines 2005,840,PHI,Philippines,2005,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,19,19,NA,NA,NA,Maria Gloria Macapagal,0,,0,0,0
8402006,Philippines 2006,840,PHI,Philippines,2006,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,20,20,NA,NA,NA,Maria Gloria Macapagal,0,,0,0,0
8402007,Philippines 2007,840,PHI,Philippines,2007,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,21,21,NA,NA,NA,Maria Gloria Macapagal-Arroyo,0,,0,0,0
8402008,Philippines 2008,840,PHI,Philippines,2008,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,22,22,NA,NA,NA,Maria Gloria Macapagal-Arroyo,0,,0,0,0
8402009,Philippines 2009,840,PHI,Philippines,2009,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,23,23,NA,NA,NA,Maria Gloria Macapagal-Arroyo,0,,0,0,0
8402010,Philippines 2010,840,PHI,Philippines,2010,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,24,24,NA,NA,NA,Benigno S. Aquino III,0,,0,0,0
8402011,Philippines 2011,840,PHI,Philippines,2011,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,25,25,NA,NA,NA,Benigno S. Aquino III,0,,0,0,0
8402012,Philippines 2012,840,PHI,Philippines,2012,South-Eastern Asia,Asia,84003,1,1,Democracy,Democracy,26,26,NA,NA,NA,Benigno S. Aquino III,0,,0,0,0
8501950,Indonesia 1950,850,INS,Indonesia,1950,South-Eastern Asia,Asia,85001,0,0,Multiparty,Multiparty,6,5,0,0,1,Sukarno,0,08.18.1945,0,0,0
8501951,Indonesia 1951,850,INS,Indonesia,1951,South-Eastern Asia,Asia,85001,0,0,Multiparty,Multiparty,7,6,0,0,1,Sukarno,0,,0,0,0
8501952,Indonesia 1952,850,INS,Indonesia,1952,South-Eastern Asia,Asia,85001,0,0,Multiparty,Multiparty,8,7,0,0,1,Sukarno,0,,0,0,0
8501953,Indonesia 1953,850,INS,Indonesia,1953,South-Eastern Asia,Asia,85001,0,0,Multiparty,Multiparty,9,8,0,0,1,Sukarno,0,,0,0,0
8501954,Indonesia 1954,850,INS,Indonesia,1954,South-Eastern Asia,Asia,85001,0,0,Multiparty,Multiparty,10,9,0,0,1,Sukarno,0,,0,0,0
8501955,Indonesia 1955,850,INS,Indonesia,1955,South-Eastern Asia,Asia,85001,0,0,Multiparty,Multiparty,11,10,0,0,1,Sukarno,0,,0,0,0
8501956,Indonesia 1956,850,INS,Indonesia,1956,South-Eastern Asia,Asia,85001,0,0,Multiparty,Multiparty,12,11,0,0,1,Sukarno,0,,0,0,0
8501957,Indonesia 1957,850,INS,Indonesia,1957,South-Eastern Asia,Asia,85001,0,0,Multiparty,Multiparty,13,12,1,1,1,Sukarno,0,,0,0,0
8501958,Indonesia 1958,850,INS,Indonesia,1958,South-Eastern Asia,Asia,85001,0,0,Multiparty,Multiparty,14,13,1,1,1,Sukarno,0,,0,0,0
8501959,Indonesia 1959,850,INS,Indonesia,1959,South-Eastern Asia,Asia,85001,0,0,Multiparty,Multiparty,15,14,1,1,1,Sukarno,0,,0,0,0
8501960,Indonesia 1960,850,INS,Indonesia,1960,South-Eastern Asia,Asia,85001,0,0,Multiparty,Multiparty,16,15,1,1,1,Sukarno,0,,0,0,0
8501961,Indonesia 1961,850,INS,Indonesia,1961,South-Eastern Asia,Asia,85001,0,0,Multiparty,Multiparty,17,16,1,1,1,Sukarno,0,,0,0,0
